Wall time,Step,Value
1676536242.9569135,2560,0.1167539730668068
1676536250.2815626,10240,0.17943501472473145
1676536254.2444844,12800,0.11174719780683517
1676536289.9454038,28160,0.031839266419410706
1676536295.8936644,30720,0.03258179500699043
1676536312.5916378,38400,0.026623589918017387
1676536317.471807,40960,0.026635047048330307
1676536330.996273,48640,0.023320289328694344
1676536335.4092026,51200,0.0413045659661293
1676536339.4588037,53760,0.04643940553069115
1676536347.5678177,58880,0.021624671295285225
1676536352.0607343,61440,0.03703958913683891
1676536363.6301403,69120,0.03793342411518097
1676536367.7876477,71680,0.05524037033319473
1676536391.0071633,87040,0.02287629432976246
1676536399.4021919,94720,0.03447509929537773
1676536402.1701906,97280,0.02577812597155571
1676536405.2554045,99840,0.016777411103248596
1676536409.4244833,102400,0.023960426449775696
1676536413.2880085,104960,0.045247919857501984
1676536442.7936146,122880,0.04746204614639282
1676536446.3524017,125440,0.04564601555466652
1676536450.173521,128000,0.03868390992283821
1676536457.9193716,133120,0.029175564646720886
1676536461.8725607,135680,0.02615555189549923
1676536469.9394572,140800,0.01886683888733387
1676536479.6878924,148480,0.08308923989534378
1676536489.9913657,156160,0.059955254197120667
1676536493.2468648,158720,0.05455563962459564
1676536497.1456656,161280,0.059263162314891815
1676536500.721582,163840,0.03585973009467125
1676536507.525863,168960,0.04562317952513695
1676536511.1275706,171520,0.05335850641131401
1676536514.2831323,174080,0.06462810188531876
1676536517.8229563,176640,0.04140439257025719
1676536525.198914,181760,0.05079291760921478
1676536528.578412,184320,0.05009257048368454
1676536550.3484426,199680,0.046106431633234024
1676536557.8168333,204800,0.04019932448863983
1676536561.3608131,207360,0.04039686918258667
1676536568.724424,212480,0.040258124470710754
1676536572.4041746,215040,0.04203677177429199
1676536579.9030652,220160,0.045492883771657944
1676536583.5626626,222720,0.020113034173846245
1676536594.746888,230400,0.026709310710430145
1676536598.1609268,232960,0.04198559373617172
1676536614.275573,245760,0.07172354310750961
1676536627.7665572,256000,0.06122032552957535
1676536630.921812,258560,0.07950820028781891
1676536641.4909155,266240,0.04082808271050453
1676536651.5953104,273920,0.08274029940366745
1676536654.756493,276480,0.051518142223358154
1676536661.5223157,281600,0.04871010035276413
1676536677.8236003,294400,0.045796312391757965
1676536684.3720388,299520,0.05793554335832596
1676536701.6340294,312320,0.05322980135679245
1676536715.549408,322560,0.04821909964084625
1676536718.9419024,325120,0.07285366207361221
1676536725.9520607,330240,0.04021233692765236
1676536732.860453,335360,0.030834978446364403
1676536736.1401997,337920,0.040736693888902664
1676536739.8056688,340480,0.04133746027946472
1676536746.6969385,345600,0.04390127584338188
1676536753.8745317,350720,0.038940057158470154
1676536757.3585153,353280,0.03207109495997429
1676536778.2842534,368640,0.028041638433933258
1676536782.1647646,371200,0.04182465374469757
1676536789.1560285,376320,0.019643427804112434
1676536792.548217,378880,0.02799798734486103
1676536803.1006641,386560,0.04522356390953064
1676536826.4368773,404480,0.0498981848359108
1676536833.438848,409600,0.03177620843052864
1676536837.2516925,412160,0.014322249218821526
1676536844.4256077,417280,0.016440603882074356
1676536851.9490042,422400,0.024831097573041916
1676536858.872987,427520,0.034787002950906754
1676536873.2674177,437760,0.0278603658080101
1676536876.955902,440320,0.052842915058135986
1676536880.4545848,442880,0.0196013692766428
1676536891.1844974,450560,0.05002513900399208
1676536894.7213426,453120,0.024399524554610252
1676536898.3546293,455680,0.015686040744185448
1676536901.9156926,458240,0.012387475930154324
1676536909.3666842,463360,0.026435937732458115
1676536912.8512592,465920,0.03189942240715027
1676536923.6476367,473600,0.0348079688847065
1676536927.2278295,476160,0.021667446941137314
1676536930.8907516,478720,0.03726557269692421
1676536941.4670868,486400,0.0445101261138916
1676536944.8468485,488960,0.066673643887043
1676536948.609584,491520,0.02689402736723423
1676536952.1399467,494080,0.031183112412691116
1676536963.226009,501760,0.02156199887394905
1676536977.956574,512000,0.025176845490932465
1676536981.520995,514560,0.018271125853061676
1676536988.713166,519680,0.018724095076322556
1676536992.6839871,522240,0.018310237675905228
1676536996.1630168,524800,0.04334871470928192
1676536999.6573527,527360,0.020100543275475502
1676537007.2202141,532480,0.013420852832496166
1676537014.3786108,537600,0.019189514219760895
1676537021.6680415,542720,0.017769254744052887
1676537028.9686484,547840,0.02182348072528839
1676537036.4387965,552960,0.015016683377325535
1676537040.0697696,555520,0.031076086685061455
1676537047.5125601,560640,0.041653115302324295
1676537051.1348157,563200,0.022387221455574036
1676537054.6272647,565760,0.025951361283659935
1676537058.1672058,568320,0.03430197015404701
1676537061.9556055,570880,0.023894092068076134
1676537068.9129598,576000,0.01471681334078312
1676537072.4191146,578560,0.014479413628578186
1676537086.9530113,588800,0.021815521642565727
1676537107.4912353,604160,0.06638330966234207
1676537114.457457,609280,0.02877437137067318
1676537118.3970137,611840,0.013659849762916565
1676537122.0495784,614400,0.01500069722533226
1676537129.2365437,619520,0.009957823902368546
1676537133.079569,622080,0.011542796157300472
1676537139.8309524,627200,0.020822279155254364
1676537143.3750284,629760,0.016382422298192978
1676537147.4004507,632320,0.010719580575823784
1676537151.110812,634880,0.010956750251352787
1676537170.214261,647680,0.007382699754089117
1676537174.264198,650240,0.007236461155116558
1676537177.8607147,652800,0.012014754116535187
1676537188.5671306,660480,0.015768777579069138
1676537192.073332,663040,0.027157286182045937
1676537195.7012792,665600,0.017216650769114494
1676537199.262496,668160,0.015483168885111809
1676537206.9442942,673280,0.028505349531769753
1676537237.1055357,693760,0.0103449746966362
