Wall time,Step,Value
1680379976.8846471,5120,27.530000686645508
1680380039.8250263,19456,37.880001068115234
1680380133.0860128,41984,31.68000030517578
1680380166.2686894,49152,31.600000381469727
1680380236.8277128,64512,31.309999465942383
1680380241.6156194,65536,26.6200008392334
1680380277.5157104,73728,28.09000015258789
1680380303.2614663,79872,45.380001068115234
1680380322.7753115,84992,27.8700008392334
1680380355.7871733,92160,33.65999984741211
1680380419.110984,106496,17.56999969482422
1680380438.330305,110592,21.540000915527344
1680380504.3552098,124928,25.31999969482422
1680380536.5537803,132096,16.989999771118164
1680380546.30605,134144,27.65999984741211
1680380673.0256815,161792,18.520000457763672
1680380687.6098626,164864,12.760000228881836
1680380698.0354583,166912,17.93000030517578
1680380707.2299247,168960,19.989999771118164
1680380745.5566251,177152,23.719999313354492
1680380833.6104872,196608,63.720001220703125
1680380889.6806858,208896,27.549999237060547
1680380899.6162448,210944,22.579999923706055
1680381003.9719408,235520,29.479999542236328
1680381067.518088,250880,19.829999923706055
1680381072.191875,251904,22.780000686645508
1680381137.7061481,266240,47.31999969482422
1680381194.089518,278528,54.060001373291016
1680381206.684621,281600,67.30999755859375
1680381239.5818727,289792,45.97999954223633
1680381253.2531712,292864,28.34000015258789
1680381297.547396,303104,32.869998931884766
1680381391.7946491,324608,36.119998931884766
1680381404.432866,327680,22.549999237060547
1680381418.9559062,330752,25.200000762939453
1680381527.8528697,355328,20.5
1680381582.3816433,367616,64.01000213623047
1680381609.3332694,373760,79.16999816894531
1680381619.4132805,375808,75.44000244140625
1680381666.9230714,388096,92.55000305175781
1680381699.892226,396288,26.1299991607666
1680381716.3872046,400384,27.290000915527344
1680381769.2532349,412672,31.149999618530273
1680381830.2389624,425984,29.260000228881836
1680381859.69978,433152,30.920000076293945
1680381924.1125474,447488,50.209999084472656
1680381929.1385596,448512,44.52000045776367
1680381939.9491515,450560,31.6200008392334
1680381970.1764908,457728,36.77000045776367
1680382048.4430428,473088,36.470001220703125
1680382065.5091271,477184,32.849998474121094
1680382116.6325784,487424,33.790000915527344
1680382140.0074527,492544,33.400001525878906
1680382145.1545856,493568,32.7599983215332
1680382175.2553828,499712,32.81999969482422
1680382294.1318645,523264,25.420000076293945
1680382304.339087,525312,26.729999542236328
1680382309.7295258,526336,25.790000915527344
1680382329.887617,530432,24.360000610351562
1680382408.349733,546816,27.81999969482422
1680382431.8137598,551936,26.739999771118164
1680382441.2968054,553984,27.469999313354492
1680382503.5051036,566272,42.29999923706055
1680382522.1309636,570368,39.45000076293945
1680382551.4369226,576512,21.280000686645508
1680382682.4240026,605184,25.8700008392334
1680382702.9296436,609280,28.440000534057617
1680382713.7113647,611328,32.70000076293945
1680382870.9460304,644096,33.599998474121094
1680382875.9302456,645120,33.790000915527344
1680382913.0968122,653312,36.04999923706055
1680382938.7291563,659456,28.559999465942383
1680382944.117408,660480,27.56999969482422
1680383014.8541179,674816,29.979999542236328
1680383060.8630648,684032,29.469999313354492
1680383098.8657951,692224,35.959999084472656
1680383193.5225143,711680,35.849998474121094
1680383322.4402947,739328,26.950000762939453
1680383342.373506,743424,29.770000457763672
1680383438.3830137,762880,32.369998931884766
1680383541.3620322,783360,30.309999465942383
1680383596.0155382,794624,34.18000030517578
1680383600.171283,795648,32.779998779296875
1680383628.3387747,801792,36.52000045776367
1680383658.5542777,807936,42.04999923706055
1680383734.036129,824320,46.65999984741211
1680383737.4161618,825344,42.72999954223633
1680383745.5179183,827392,34.900001525878906
1680383804.7449439,839680,31.8799991607666
1680383868.3991003,852992,32.970001220703125
1680383985.9933338,878592,50.90999984741211
1680384027.4920638,887808,51.369998931884766
1680384053.5653596,892928,60.81999969482422
1680384123.3743246,908288,44.97999954223633
1680384167.7524946,919552,51.540000915527344
1680384185.23609,923648,51.060001373291016
1680384323.6594155,953344,38.81999969482422
1680384383.5718768,965632,53.84000015258789
1680384418.375751,972800,47.38999938964844
1680384651.1940753,1024000,30.8799991607666
1680384664.8862565,1027072,40.83000183105469
1680384676.2117634,1029120,38.7599983215332
1680384731.103937,1040384,25.350000381469727
1680384767.9262514,1047552,28.530000686645508
1680384787.0885777,1051648,41.459999084472656
1680384796.9160647,1053696,36.36000061035156
1680384839.8332872,1062912,34.779998779296875
1680384935.223772,1082368,25.059999465942383
1680385004.4570725,1096704,42.619998931884766
1680385008.4725602,1097728,43.529998779296875
1680385016.9511347,1099776,33.04999923706055
1680385035.2214777,1103872,26.549999237060547
1680385075.7630992,1113088,32.959999084472656
1680385137.3371353,1125376,34.2599983215332
1680385158.3771465,1129472,30.5
1680385168.77127,1131520,32.630001068115234
1680385192.7954853,1136640,32.97999954223633
1680385202.720222,1138688,31.079999923706055
1680385249.993121,1148928,33.63999938964844
1680385270.4739456,1153024,31.15999984741211
1680385304.868062,1160192,34.36000061035156
1680385314.082103,1162240,39.540000915527344
1680385373.9745398,1174528,27.8700008392334
1680385400.555721,1179648,18.729999542236328
1680385404.7991588,1180672,20.6200008392334
1680385464.1404822,1192960,33.36000061035156
1680385510.8806946,1203200,31.299999237060547
1680385521.641558,1205248,27.559999465942383
1680385558.832005,1213440,23.079999923706055
1680385602.1499882,1222656,34.439998626708984
1680385606.7327578,1223680,33.369998931884766
1680385715.6218946,1248256,44.63999938964844
1680385746.364346,1255424,31.770000457763672
1680385849.0795472,1276928,40.959999084472656
1680385873.0679233,1282048,26.110000610351562
1680385877.3472857,1283072,30.329999923706055
1680385885.6372774,1285120,25.450000762939453
1680385898.1360173,1288192,23.989999771118164
1680385917.43846,1292288,20.889999389648438
1680385945.474604,1298432,24.260000228881836
1680385967.1475515,1302528,23.729999542236328
1680385989.4155316,1307648,27.209999084472656
1680386096.8012002,1330176,23.989999771118164
1680386138.3795285,1338368,27.389999389648438
1680386221.4172873,1354752,19.270000457763672
1680386237.0602455,1357824,27.09000015258789
1680386330.9465408,1378304,29.469999313354492
