Wall time,Step,Value
1680379976.884709,5120,0.5804877877235413
1680380039.825055,19456,0.40383023023605347
1680380133.0860732,41984,0.49920904636383057
1680380166.2687473,49152,0.4305726885795593
1680380236.8277724,64512,0.4829922318458557
1680380241.6156452,65536,0.5805715322494507
1680380277.515737,73728,0.5334522128105164
1680380303.2615232,79872,0.26874831318855286
1680380322.7753386,84992,0.5831902623176575
1680380355.787231,92160,0.48077601194381714
1680380419.111041,106496,0.7781530618667603
1680380438.3303618,110592,0.7038316130638123
1680380504.3552682,124928,0.6419793963432312
1680380536.5538387,132096,0.7380719184875488
1680380546.3061082,134144,0.5296058058738708
1680380673.0257416,161792,0.7007838487625122
1680380687.6099184,164864,0.846328854560852
1680380698.035486,166912,0.7346296906471252
1680380707.2299511,168960,0.7292727828025818
1680380745.5566826,177152,0.6072105169296265
1680380833.6105442,196608,-0.07225482165813446
1680380889.6807435,208896,0.6031591296195984
1680380899.6163018,210944,0.7044496536254883
1680381003.9719982,235520,0.5993784666061401
1680381067.5181148,250880,0.7083877325057983
1680381072.1919334,251904,0.6511008143424988
1680381137.7062054,266240,0.24758075177669525
1680381194.089578,278528,0.07809019088745117
1680381206.6846802,281600,-0.15681129693984985
1680381239.5819302,289792,0.27266108989715576
1680381253.2532284,292864,0.524787187576294
1680381297.5474532,303104,0.4808887243270874
1680381391.794706,324608,0.40722954273223877
1680381404.4329221,327680,0.658827006816864
1680381418.9559636,330752,0.6123754978179932
1680381527.8529267,355328,0.7195199131965637
1680381582.3817022,367616,-0.14854608476161957
1680381609.3333268,373760,-0.4280773103237152
1680381619.4133372,375808,-0.35307708382606506
1680381666.9231277,388096,-0.5699619650840759
1680381699.892285,396288,0.5991819500923157
1680381716.3872309,400384,0.5569783449172974
1680381769.2532916,412672,0.5396139025688171
1680381830.23902,425984,0.5602672100067139
1680381859.6998374,433152,0.5391523838043213
1680381924.1126041,447488,0.21515953540802002
1680381929.1386173,448512,0.316891610622406
1680381939.94918,450560,0.541610062122345
1680381970.1765165,457728,0.4665895104408264
1680382048.4431016,473088,0.42631101608276367
1680382065.5091877,477184,0.5128867030143738
1680382116.632636,487424,0.4875184893608093
1680382140.0074806,492544,0.4848325550556183
1680382145.1546423,493568,0.5069658160209656
1680382175.2554107,499712,0.5230104327201843
1680382294.131892,523264,0.6352701783180237
1680382304.3391426,525312,0.5774900913238525
1680382309.7295842,526336,0.6114461421966553
1680382329.8876748,530432,0.627734363079071
1680382408.3497899,546816,0.56572026014328
1680382431.813819,551936,0.5880699157714844
1680382441.2968328,553984,0.5888885259628296
1680382503.5051608,566272,0.36636093258857727
1680382522.1310198,570368,0.4120576083660126
1680382551.4369805,576512,0.6895384788513184
1680382682.4240603,605184,0.6146157383918762
1680382702.929705,609280,0.573223888874054
1680382713.7114263,611328,0.49145975708961487
1680382870.9460566,644096,0.4644550383090973
1680382875.9302702,645120,0.47170230746269226
1680382913.0968688,653312,0.4614941477775574
1680382938.7291822,659456,0.5924513936042786
1680382944.1174672,660480,0.5875707864761353
1680383014.8541744,674816,0.5312450528144836
1680383060.863122,684032,0.5461204648017883
1680383098.865851,692224,0.43058937788009644
1680383193.5225701,711680,0.41421642899513245
1680383322.4403527,739328,0.6032495498657227
1680383342.3735657,743424,0.5815044045448303
1680383438.383071,762880,0.5033753514289856
1680383541.3620903,783360,0.5300365090370178
1680383596.01557,794624,0.4726276397705078
1680383600.1713433,795648,0.4722130000591278
1680383628.3388314,801792,0.43287304043769836
1680383658.5543401,807936,0.33729732036590576
1680383734.0361555,824320,0.32668188214302063
1680383737.416187,825344,0.3707384765148163
1680383745.5179756,827392,0.5194552540779114
1680383804.7450004,839680,0.4790109097957611
1680383868.3991601,852992,0.49484866857528687
1680383985.9933658,878592,0.16212612390518188
1680384027.49212,887808,0.13474434614181519
1680384053.565417,892928,0.017559140920639038
1680384123.3743825,908288,0.28516727685928345
1680384167.7525513,919552,0.18115560710430145
1680384185.2361212,923648,0.1585550457239151
1680384323.6594703,953344,0.4015955626964569
1680384383.5719354,965632,0.18358826637268066
1680384418.3757763,972800,0.2547571361064911
1680384651.1941342,1024000,0.5088103413581848
1680384664.8863244,1027072,0.34796473383903503
1680384676.2118218,1029120,0.3992132842540741
1680384731.1039686,1040384,0.6482377052307129
1680384767.9263334,1047552,0.5840665698051453
1680384787.0886042,1051648,0.35532695055007935
1680384796.9161208,1053696,0.44101083278656006
1680384839.8333192,1062912,0.4915151000022888
1680384935.2238288,1082368,0.6439785361289978
1680385004.4570982,1096704,0.30847740173339844
1680385008.4725897,1097728,0.2861293852329254
1680385016.951192,1099776,0.46127018332481384
1680385035.2215347,1103872,0.6044811010360718
1680385075.7631571,1113088,0.4957629144191742
1680385137.3371916,1125376,0.5232043862342834
1680385158.377203,1129472,0.5593960285186768
1680385168.7713273,1131520,0.5272089838981628
1680385192.7955415,1136640,0.5204435586929321
1680385202.7202783,1138688,0.5446143746376038
1680385249.9931514,1148928,0.4992354214191437
1680385270.4740014,1153024,0.5281639695167542
1680385304.8681178,1160192,0.5269195437431335
1680385314.0821598,1162240,0.409756064414978
1680385373.9746008,1174528,0.5902523398399353
1680385400.555778,1179648,0.7767013311386108
1680385404.7991848,1180672,0.7363587021827698
1680385464.1405387,1192960,0.547233521938324
1680385510.880755,1203200,0.5222007632255554
1680385521.6416152,1205248,0.6009671092033386
1680385558.8320627,1213440,0.7110476493835449
1680385602.1500194,1222656,0.4827786684036255
1680385606.7327847,1223680,0.4918632507324219
1680385715.62195,1248256,0.3414488136768341
1680385746.3644016,1255424,0.5312390327453613
1680385849.079573,1276928,0.37260866165161133
1680385873.067979,1282048,0.6251460313796997
1680385877.3473117,1283072,0.545776903629303
1680385885.6373029,1285120,0.6269411444664001
1680385898.1360729,1288192,0.6623279452323914
1680385917.4385176,1292288,0.716096043586731
1680385945.4746618,1298432,0.6450957655906677
1680385967.1475794,1302528,0.6520113348960876
1680385989.415558,1307648,0.5918750166893005
1680386096.8012564,1330176,0.6614235043525696
1680386138.379585,1338368,0.5716078877449036
1680386221.4173467,1354752,0.7487267255783081
1680386237.0602775,1357824,0.5735241770744324
1680386330.9465969,1378304,0.5661616325378418
1680386402.4436414,1393664,0.5018772482872009
1680386421.9795318,1397760,0.6805553436279297
1680386475.5220957,1409024,0.555644154548645
1680386480.9053383,1410048,0.5158492922782898
1680386679.6479516,1452032,0.6263207197189331
1680386785.7610354,1473536,0.5736818313598633
1680386790.4937274,1474560,0.4955725371837616
1680386883.1615455,1492992,0.4267791509628296
1680386888.8853173,1494016,0.42612966895103455
1680386979.8366811,1510400,0.5430866479873657
1680386991.9519012,1512448,0.6526532769203186
1680387073.5153186,1526784,0.6104024648666382
1680387098.2495635,1530880,0.5590554475784302
1680387143.467151,1539072,0.6258248686790466
1680387191.9229202,1547264,0.4892506003379822
1680387209.8052557,1550336,0.4280802309513092
1680387227.2030923,1553408,0.4165874421596527
1680387299.599028,1565696,0.4265708327293396
1680387420.8745112,1586176,0.5571779608726501
1680387438.2780094,1589248,0.5843894481658936
1680387511.6860213,1603584,-0.03961531072854996
