Wall time,Step,Value
1677497003.1956732,5120,-0.11370289325714111
1677497019.6197066,10240,0.033309902995824814
1677497036.19156,15360,-0.0502895787358284
1677497052.4192154,20480,-0.02475244365632534
1677497067.8735452,25600,-0.06680203229188919
1677497084.487196,30720,-0.029702667146921158
1677497100.053564,35840,0.006226460449397564
1677497115.9298944,40960,0.019478652626276016
1677497131.3959832,46080,0.002281548222526908
1677497147.481108,51200,0.016808783635497093
1677497163.578379,56320,0.018518710508942604
1677497180.0726418,61440,0.04269305616617203
1677497196.3132577,66560,0.05003625154495239
1677497212.324785,71680,0.021977661177515984
1677497228.510618,76800,0.0008588674245402217
1677497244.2414036,81920,0.001419074833393097
1677497259.9234028,87040,0.01499756146222353
1677497274.7060597,92160,-0.002858254825696349
1677497288.6860425,97280,0.003283163532614708
1677497303.3904672,102400,-0.00043829178321175277
1677497317.7008767,107520,0.003711931873112917
1677497331.688802,112640,0.0018535495037212968
1677497345.4996886,117760,0.0020615679677575827
1677497359.7949042,122880,0.002818963024765253
1677497373.9768941,128000,0.048381365835666656
1677497388.180931,133120,0.0256839357316494
1677497402.4106581,138240,0.012785467319190502
1677497416.4043188,143360,0.01604307070374489
1677497430.6326632,148480,0.002697864780202508
1677497444.8133624,153600,0.010272004641592503
1677497459.0244997,158720,0.015475431457161903
1677497473.4936762,163840,0.013372878544032574
1677497487.4039104,168960,0.006277663633227348
1677497501.3823454,174080,0.007315380964428186
1677497515.131747,179200,0.00875325221568346
1677497529.0412223,184320,0.00612083962187171
1677497542.57571,189440,0.0017754503060132265
1677497556.8344676,194560,-0.002974027069285512
1677497570.451385,199680,0.0076075284741818905
1677497584.6005898,204800,0.006532185710966587
1677497597.4747672,209920,-0.0032213483937084675
1677497611.5438254,215040,-0.0006057978025637567
1677497625.2272277,220160,-0.0007585537387058139
1677497639.5202334,225280,-0.0012415682431310415
1677497653.108952,230400,0.003359719179570675
1677497667.3767028,235520,0.012293759733438492
1677497681.1508465,240640,0.023804692551493645
1677497695.424452,245760,0.0060422057285904884
1677497707.3910234,250880,0.0017178993439301848
1677497721.432459,256000,-0.004271927755326033
1677497735.284909,261120,-0.007962542586028576
1677497749.237422,266240,0.0003593025030568242
1677497763.216888,271360,0.00169282965362072
1677497777.4332893,276480,0.001066443626768887
1677497791.3314636,281600,0.004457687959074974
1677497805.3973367,286720,0.00010122524690814316
1677497819.6183121,291840,-0.0007680958951823413
1677497833.7766824,296960,-0.010955550707876682
1677497847.697027,302080,0.010220363736152649
1677497862.1037478,307200,0.005570662207901478
1677497875.965078,312320,0.002158048562705517
1677497890.2166226,317440,-0.0014198048738762736
1677497904.0671954,322560,0.00233887555077672
1677497914.6244533,327680,0.00961069855839014
1677497928.421331,332800,0.006775117013603449
1677497942.669981,337920,0.0020549448672682047
1677497956.7408497,343040,0.0011458584340289235
1677497971.1039643,348160,0.004869387485086918
1677497985.077946,353280,-0.0020543918944895267
1677497999.251284,358400,0.0019167899154126644
1677498012.9631555,363520,-0.001152639975771308
1677498027.2653465,368640,-0.005958445370197296
1677498040.98246,373760,0.0023483987897634506
1677498053.3923523,378880,0.0018250811845064163
1677498062.4652448,384000,-0.0013662540586665273
1677498076.40231,389120,0.001960333436727524
1677498090.3083868,394240,-0.0021113508846610785
1677498104.7607703,399360,0.000662159756757319
1677498118.0194836,404480,-0.003266369691118598
1677498132.0865562,409600,0.003614760236814618
1677498146.077148,414720,-0.00037924759089946747
1677498160.0765297,419840,-0.0015210332348942757
1677498172.6973817,424960,-0.0008456963114440441
1677498187.036889,430080,0.0004239888512529433
1677498200.760713,435200,0.00037098731263540685
1677498215.039863,440320,0.0009610092965885997
1677498228.9263165,445440,0.005597088951617479
1677498243.2247128,450560,-0.00020955497166141868
1677498256.7072675,455680,-0.0001587954320712015
1677498270.7609725,460800,0.0003989915712736547
1677498284.726295,465920,7.397324225166813e-05
1677498299.0779736,471040,-0.0010624444112181664
1677498312.8636007,476160,0.0017868357244879007
1677498326.9458303,481280,0.0011476627551019192
1677498340.521315,486400,0.002829866949468851
1677498354.3697124,491520,-0.00011502511915750802
1677498368.213523,496640,-0.00011632341193035245
1677498382.3029926,501760,0.001517219701781869
1677498396.1551783,506880,0.00028338926495052874
1677498410.217908,512000,0.0008589349454268813
