Wall time,Step,Value
1680379976.8846898,5120,5.882500171661377
1680380039.8250468,19456,8.832500457763672
1680380133.0860548,41984,7.25
1680380166.2687297,49152,6.900000095367432
1680380236.827755,64512,6.827499866485596
1680380241.6156378,65536,5.599999904632568
1680380277.5157294,73728,6.022500038146973
1680380303.2615058,79872,10.47249984741211
1680380322.7753313,84992,5.96750020980835
1680380355.7872133,92160,7.414999961853027
1680380419.111024,106496,3.3975000381469727
1680380438.3303452,110592,4.385000228881836
1680380504.3552508,124928,5.329999923706055
1680380536.553821,132096,3.247499942779541
1680380546.3060906,134144,5.914999961853027
1680380673.0257235,161792,3.630000114440918
1680380687.6099021,164864,2.4000000953674316
1680380698.0354786,166912,3.4825000762939453
1680380707.2299435,168960,3.9574999809265137
1680380745.5566654,177152,4.929999828338623
1680380833.610527,196608,12.435345649719238
1680380889.6807263,208896,5.194570064544678
1680380899.6162844,210944,3.9237470626831055
1680381003.9719808,235520,5.699999809265137
1680381067.5181074,250880,3.3656387329101562
1680381072.1919155,251904,4.006593227386475
1680381137.706188,266240,9.445915222167969
1680381194.0895598,278528,10.960177421569824
1680381206.6846626,281600,13.664487838745117
1680381239.5819128,289792,9.322440147399902
1680381253.2532117,292864,5.640625
1680381297.5474362,303104,6.35346794128418
1680381391.794689,324608,6.8439555168151855
1680381404.432905,327680,4.044743061065674
1680381418.9559464,330752,4.587583065032959
1680381527.8529093,355328,3.475982666015625
1680381582.3816848,367616,13.287946701049805
1680381609.3333097,373760,16.399999618530273
1680381619.4133205,375808,15.801782608032227
1680381666.9231107,388096,19.0238094329834
1680381699.8922672,396288,4.631465911865234
1680381716.387224,400384,5.066666603088379
1680381769.253275,412672,5.831140518188477
1680381830.2390025,425984,5.444933891296387
1680381859.6998203,433152,5.840707778930664
1680381924.112587,447488,8.162408828735352
1680381929.1386,448512,7.036101341247559
1680381939.9491723,450560,4.274956226348877
1680381970.1765091,457728,5.496466636657715
1680382048.443084,473088,5.477797508239746
1680382065.5091686,477184,4.866071701049805
1680382116.6326187,487424,5.105072498321533
1680382140.0074732,492544,4.738831520080566
1680382145.1546252,493568,4.697391510009766
1680382175.255403,499712,4.592526912689209
1680382294.1318846,523264,3.5637340545654297
1680382304.339126,525312,3.7603602409362793
1680382309.7295668,526336,3.5485007762908936
1680382329.8876572,530432,3.365591526031494
1680382408.3497727,546816,3.941385269165039
1680382431.8138013,551936,3.6326889991760254
1680382441.2968254,553984,3.85512375831604
1680382503.5051441,566272,6.66304349899292
1680382522.131003,570368,5.8489580154418945
1680382551.4369628,576512,2.713787078857422
1680382682.4240432,605184,3.6672627925872803
1680382702.929686,609280,3.7650177478790283
1680382713.7114074,611328,5.089385509490967
1680382870.9460492,644096,5.043165683746338
1680382875.9302633,645120,5.321233749389648
1680382913.096852,653312,5.391844272613525
1680382938.7291746,659456,4.407942295074463
1680382944.1174498,660480,4.291970729827881
1680383014.854158,674816,4.268892765045166
1680383060.863105,684032,4.348457336425781
1680383098.8658342,692224,5.286713600158691
1680383193.5225534,711680,5.311619758605957
1680383322.4403348,739328,3.882246494293213
1680383342.3735476,743424,4.278368949890137
1680383438.383054,762880,4.9069342613220215
1680383541.362073,783360,4.623376846313477
1680383596.015561,794624,4.985989570617676
1680383600.1713247,795648,4.488616466522217
1680383628.3388143,801792,5.127516746520996
1680383658.5543232,807936,6.4733099937438965
1680383734.0361483,824320,7.665454387664795
1680383737.4161797,825344,6.754990577697754
1680383745.5179584,827392,5.144366264343262
1680383804.7449832,839680,4.632508754730225
1680383868.3991418,852992,5.0274224281311035
1680383985.993357,878592,8.290145874023438
1680384027.492103,887808,7.918402194976807
1680384053.5653996,892928,9.880143165588379
1680384123.3743649,908288,7.283609867095947
1680384167.7525344,919552,8.26909065246582
1680384185.2361124,923648,8.108257293701172
1680384323.6594539,953344,5.907473564147949
1680384383.571918,965632,8.735984802246094
1680384418.3757691,972800,7.6636199951171875
1680384651.194116,1024000,4.5
1680384664.8863063,1027072,6.175746917724609
1680384676.2118049,1029120,5.723707675933838
1680384731.1039598,1040384,3.5675673484802246
1680384767.9263155,1047552,4.2098541259765625
1680384787.088597,1051648,6.22522497177124
1680384796.916104,1053696,5.70718240737915
1680384839.8333101,1062912,5.341865062713623
1680384935.2238116,1082368,3.8782286643981934
1680385004.4570913,1096704,6.5971479415893555
1680385008.4725811,1097728,6.707447052001953
1680385016.9511747,1099776,5.085257530212402
1680385035.2215176,1103872,4.15498161315918
1680385075.7631397,1113088,4.971014499664307
1680385137.337175,1125376,5.274725437164307
1680385158.377186,1129472,4.427046298980713
1680385168.77131,1131520,4.744718551635742
1680385192.7955248,1136640,4.942342281341553
1680385202.7202609,1138688,4.530249118804932
