0	0	-114.343
0	1	-113.808
0	2	-113.278
0	3	-112.755
0	4	-112.242
0	5	-111.745
0	6	-111.268
0	7	-110.817
0	8	-110.398
0	9	-110.016
0	10	-109.679
0	11	-90.1479
0	12	-90.0441
0	13	-89.9682
0	14	-89.922
0	15	-89.9064
0	16	-89.922
0	17	-89.9682
0	18	-90.0441
0	19	-90.1479
0	20	-90.2772
0	21	-90.4294
0	22	-90.6017
0	23	-90.7912
0	24	-90.9949
0	25	-91.2103
0	26	-91.4348
0	27	-91.6662
0	28	-91.9025
0	29	-92.1421
0	30	-92.3835
0	31	-92.6254
0	32	-92.8669
0	33	-93.1072
1	0	-113.808
1	1	-113.237
1	2	-112.668
1	3	-112.103
1	4	-111.548
1	5	-111.006
1	6	-110.483
1	7	-109.986
1	8	-109.522
1	9	-109.097
1	10	-108.719
1	11	-89.6981
1	12	-89.581
1	13	-89.495
1	14	-89.4424
1	15	-89.4248
1	16	-89.4424
1	17	-89.495
1	18	-89.581
1	19	-89.6981
1	20	-89.8435
1	21	-90.014
1	22	-90.2059
1	23	-90.4158
1	24	-90.6404
1	25	-90.8764
1	26	-91.1211
1	27	-91.372
1	28	-91.627
1	29	-91.8842
1	30	-92.1421
1	31	-92.3996
1	32	-92.6556
1	33	-92.9092
2	0	-113.278
2	1	-112.668
2	2	-112.056
2	3	-111.447
2	4	-110.845
2	5	-110.253
2	6	-109.679
2	7	-109.13
2	8	-108.613
2	9	-108.138
2	10	-107.713
2	11	-89.2246
2	12	-89.0914
2	13	-88.9934
2	14	-88.9332
2	15	-88.913
2	16	-88.9332
2	17	-88.9934
2	18	-89.0914
2	19	-89.2246
2	20	-89.3892
2	21	-89.581
2	22	-89.7957
2	23	-90.0291
2	24	-90.2772
2	25	-90.5364
2	26	-90.8035
2	27	-91.0757
2	28	-91.3508
2	29	-91.627
2	30	-91.9025
2	31	-92.1764
2	32	-92.4474
2	33	-92.7151
3	0	-112.755
3	1	-112.103
3	2	-111.447
3	3	-110.79
3	4	-110.136
3	5	-109.49
3	6	-108.859
3	7	-108.25
3	8	-107.674
3	9	-107.14
3	10	-106.659
3	11	-88.7256
3	12	-88.5732
3	13	-88.4604
3	14	-88.391
3	15	-88.3676
3	16	-88.391
3	17	-88.4604
3	18	-88.5732
3	19	-88.7256
3	20	-88.913
3	21	-89.13
3	22	-89.3712
3	23	-89.6316
3	24	-89.9064
3	25	-90.1915
3	26	-90.4833
3	27	-90.7788
3	28	-91.0757
3	29	-91.372
3	30	-91.6662
3	31	-91.9571
3	32	-92.2439
3	33	-92.5259
4	0	-112.242
4	1	-111.548
4	2	-110.845
4	3	-110.136
4	4	-109.425
4	5	-108.719
4	6	-108.024
4	7	-107.349
4	8	-106.704
4	9	-106.102
4	10	-105.555
4	11	-88.1995
4	12	-88.0236
4	13	-87.8927
4	14	-87.8119
4	15	-87.7846
4	16	-87.8119
4	17	-87.8927
4	18	-88.0236
4	19	-88.1995
4	20	-88.4143
4	21	-88.6611
4	22	-88.9332
4	23	-89.2246
4	24	-89.5296
4	25	-89.8435
4	26	-90.1625
4	27	-90.4833
4	28	-90.8035
4	29	-91.1211
4	30	-91.4348
4	31	-91.7435
4	32	-92.0464
4	33	-92.343
5	0	-111.745
5	1	-111.006
5	2	-110.253
5	3	-109.49
5	4	-108.719
5	5	-107.948
5	6	-107.182
5	7	-106.431
5	8	-105.708
5	9	-105.025
5	10	-104.4
5	11	-87.6449
5	12	-87.4402
5	13	-87.2869
5	14	-87.1918
5	15	-87.1595
5	16	-87.1918
5	17	-87.2869
5	18	-87.4402
5	19	-87.6449
5	20	-87.8927
5	21	-88.1749
5	22	-88.4832
5	23	-88.8101
5	24	-89.1491
5	25	-89.495
5	26	-89.8435
5	27	-90.1915
5	28	-90.5364
5	29	-90.8764
5	30	-91.2103
5	31	-91.5372
5	32	-91.8564
5	33	-92.1678
6	0	-111.268
6	1	-110.483
6	2	-109.679
6	3	-108.859
6	4	-108.024
6	5	-107.182
6	6	-106.338
6	7	-105.504
6	8	-104.69
6	9	-103.915
6	10	-103.197
6	11	-87.0611
6	12	-86.8209
6	13	-86.6393
6	14	-86.5261
6	15	-86.4875
6	16	-86.5261
6	17	-86.6393
6	18	-86.8209
6	19	-87.0611
6	20	-87.349
6	21	-87.6733
6	22	-88.0236
6	23	-88.391
6	24	-88.7681
6	25	-89.1491
6	26	-89.5296
6	27	-89.9064
6	28	-90.2772
6	29	-90.6404
6	30	-90.9949
6	31	-91.3402
6	32	-91.6759
6	33	-92.002
7	0	-110.817
7	1	-109.986
7	2	-109.13
7	3	-108.25
7	4	-107.349
7	5	-106.431
7	6	-105.504
7	7	-104.576
7	8	-103.661
7	9	-102.777
7	10	-101.949
7	11	-86.4486
7	12	-86.1642
7	13	-85.947
7	14	-85.8104
7	15	-85.7637
7	16	-85.8104
7	17	-85.947
7	18	-86.1642
7	19	-86.4486
7	20	-86.7852
7	21	-87.1595
7	22	-87.5586
7	23	-87.9718
7	24	-88.391
7	25	-88.8101
7	26	-89.2246
7	27	-89.6316
7	28	-90.0291
7	29	-90.4158
7	30	-90.7912
7	31	-91.1548
7	32	-91.5067
7	33	-91.8472
8	0	-110.398
8	1	-109.522
8	2	-108.613
8	3	-107.674
8	4	-106.704
8	5	-105.708
8	6	-104.69
8	7	-103.661
8	8	-102.633
8	9	-101.626
8	10	-100.667
8	11	-85.8104
8	12	-85.4708
8	13	-85.208
8	14	-85.041
8	15	-84.9837
8	16	-85.041
8	17	-85.208
8	18	-85.4708
8	19	-85.8104
8	20	-86.2062
8	21	-86.6393
8	22	-87.0942
8	23	-87.5586
8	24	-88.0236
8	25	-88.4832
8	26	-88.9332
8	27	-89.3712
8	28	-89.7957
8	29	-90.2059
8	30	-90.6017
8	31	-90.9832
8	32	-91.3508
8	33	-91.705
9	0	-110.016
9	1	-109.097
9	2	-108.138
9	3	-107.14
9	4	-106.102
9	5	-105.025
9	6	-103.915
9	7	-102.777
9	8	-101.626
9	9	-100.48
9	10	-99.3692
9	11	-85.1532
9	12	-84.7451
9	13	-84.4238
9	14	-84.2169
9	15	-84.1454
9	16	-84.2169
9	17	-84.4238
9	18	-84.7451
9	19	-85.1532
9	20	-85.6201
9	21	-86.1217
9	22	-86.6393
9	23	-87.1595
9	24	-87.6733
9	25	-88.1749
9	26	-88.6611
9	27	-89.13
9	28	-89.581
9	29	-90.014
9	30	-90.4294
9	31	-90.8279
9	32	-91.2103
9	33	-91.5773
10	0	-109.679
10	1	-108.719
10	2	-107.713
10	3	-106.659
10	4	-105.555
10	5	-104.4
10	6	-103.197
10	7	-101.949
10	8	-100.667
10	9	-99.3692
10	10	-98.0872
10	11	-84.4903
10	12	-83.9981
10	13	-83.6022
10	14	-83.3431
10	15	-83.2525
10	16	-83.3431
10	17	-83.6022
10	18	-83.9981
10	19	-84.4903
10	20	-85.041
10	21	-85.6201
10	22	-86.2062
10	23	-86.7852
10	24	-87.349
10	25	-87.8927
10	26	-88.4143
10	27	-88.913
10	28	-89.3892
10	29	-89.8435
10	30	-90.2772
10	31	-90.6913
10	32	-91.0871
10	33	-91.4658
11	0	-90.1479
11	1	-89.6981
11	2	-89.2246
11	3	-88.7256
11	4	-88.1995
11	5	-87.6449
11	6	-87.0611
11	7	-86.4486
11	8	-85.8104
11	9	-85.1532
11	10	-84.4903
11	11	-83.8447
11	12	-83.2525
11	13	-82.764
11	14	-82.4371
11	15	-82.3215
11	16	-82.4371
11	17	-82.764
11	18	-83.2525
11	19	-83.8447
11	20	-84.4903
11	21	-85.1532
11	22	-85.8104
11	23	-86.4486
11	24	-87.0611
11	25	-87.6449
11	26	-88.1995
11	27	-88.7256
11	28	-89.2246
11	29	-89.6981
11	30	-90.1479
11	31	-90.5757
11	32	-90.9832
11	33	-91.372
12	0	-90.0441
12	1	-89.581
12	2	-89.0914
12	3	-88.5732
12	4	-88.0236
12	5	-87.4402
12	6	-86.8209
12	7	-86.1642
12	8	-85.4708
12	9	-84.7451
12	10	-83.9981
12	11	-83.2525
12	12	-82.5493
12	13	-81.9517
12	14	-81.5415
12	15	-81.3941
12	16	-81.5415
12	17	-81.9517
12	18	-82.5493
12	19	-83.2525
12	20	-83.9981
12	21	-84.7451
12	22	-85.4708
12	23	-86.1642
12	24	-86.8209
12	25	-87.4402
12	26	-88.0236
12	27	-88.5732
12	28	-89.0914
12	29	-89.581
12	30	-90.0441
12	31	-90.4833
12	32	-90.9004
12	33	-91.2974
13	0	-89.9682
13	1	-89.495
13	2	-88.9934
13	3	-88.4604
13	4	-87.8927
13	5	-87.2869
13	6	-86.6393
13	7	-85.947
13	8	-85.208
13	9	-84.4238
13	10	-83.6022
13	11	-82.764
13	12	-81.9517
13	13	-81.2408
13	14	-80.7392
13	15	-80.5559
13	16	-80.7392
13	17	-81.2408
13	18	-81.9517
13	19	-82.764
13	20	-83.6022
13	21	-84.4238
13	22	-85.208
13	23	-85.947
13	24	-86.6393
13	25	-87.2869
13	26	-87.8927
13	27	-88.4604
13	28	-88.9934
13	29	-89.495
13	30	-89.9682
13	31	-90.4158
13	32	-90.8401
13	33	-91.2432
14	0	-89.922
14	1	-89.4424
14	2	-88.9332
14	3	-88.391
14	4	-87.8119
14	5	-87.1918
14	6	-86.5261
14	7	-85.8104
14	8	-85.041
14	9	-84.2169
14	10	-83.3431
14	11	-82.4371
14	12	-81.5415
14	13	-80.7392
14	14	-80.1601
14	15	-79.9453
14	16	-80.1601
14	17	-80.7392
14	18	-81.5415
14	19	-82.4371
14	20	-83.3431
14	21	-84.2169
14	22	-85.041
14	23	-85.8104
14	24	-86.5261
14	25	-87.1918
14	26	-87.8119
14	27	-88.391
14	28	-88.9332
14	29	-89.4424
14	30	-89.922
14	31	-90.3748
14	32	-90.8035
14	33	-91.2103
15	0	-89.9064
15	1	-89.4248
15	2	-88.913
15	3	-88.3676
15	4	-87.7846
15	5	-87.1595
15	6	-86.4875
15	7	-85.7637
15	8	-84.9837
15	9	-84.1454
15	10	-83.2525
15	11	-82.3215
15	12	-81.3941
15	13	-80.5559
15	14	-79.9453
15	15	-79.7176
15	16	-79.9453
15	17	-80.5559
15	18	-81.3941
15	19	-82.3215
15	20	-83.2525
15	21	-84.1454
15	22	-84.9837
15	23	-85.7637
15	24	-86.4875
15	25	-87.1595
15	26	-87.7846
15	27	-88.3676
15	28	-88.913
15	29	-89.4248
15	30	-89.9064
15	31	-90.361
15	32	-90.7912
15	33	-91.1993
16	0	-89.922
16	1	-89.4424
16	2	-88.9332
16	3	-88.391
16	4	-87.8119
16	5	-87.1918
16	6	-86.5261
16	7	-85.8104
16	8	-85.041
16	9	-84.2169
16	10	-83.3431
16	11	-82.4371
16	12	-81.5415
16	13	-80.7392
16	14	-80.1601
16	15	-79.9453
16	16	-80.1601
16	17	-80.7392
16	18	-81.5415
16	19	-82.4371
16	20	-83.3431
16	21	-84.2169
16	22	-85.041
16	23	-85.8104
16	24	-86.5261
16	25	-87.1918
16	26	-87.8119
16	27	-88.391
16	28	-88.9332
16	29	-89.4424
16	30	-89.922
16	31	-90.3748
16	32	-90.8035
16	33	-91.2103
17	0	-89.9682
17	1	-89.495
17	2	-88.9934
17	3	-88.4604
17	4	-87.8927
17	5	-87.2869
17	6	-86.6393
17	7	-85.947
17	8	-85.208
17	9	-84.4238
17	10	-83.6022
17	11	-82.764
17	12	-81.9517
17	13	-81.2408
17	14	-80.7392
17	15	-80.5559
17	16	-80.7392
17	17	-81.2408
17	18	-81.9517
17	19	-82.764
17	20	-83.6022
17	21	-84.4238
17	22	-85.208
17	23	-85.947
17	24	-86.6393
17	25	-87.2869
17	26	-87.8927
17	27	-88.4604
17	28	-88.9934
17	29	-89.495
17	30	-89.9682
17	31	-90.4158
17	32	-90.8401
17	33	-91.2432
18	0	-90.0441
18	1	-89.581
18	2	-89.0914
18	3	-88.5732
18	4	-88.0236
18	5	-87.4402
18	6	-86.8209
18	7	-86.1642
18	8	-85.4708
18	9	-84.7451
18	10	-83.9981
18	11	-83.2525
18	12	-82.5493
18	13	-81.9517
18	14	-81.5415
18	15	-81.3941
18	16	-81.5415
18	17	-81.9517
18	18	-82.5493
18	19	-83.2525
18	20	-83.9981
18	21	-84.7451
18	22	-85.4708
18	23	-86.1642
18	24	-86.8209
18	25	-87.4402
18	26	-88.0236
18	27	-88.5732
18	28	-89.0914
18	29	-89.581
18	30	-90.0441
18	31	-90.4833
18	32	-90.9004
18	33	-91.2974
19	0	-90.1479
19	1	-89.6981
19	2	-89.2246
19	3	-88.7256
19	4	-88.1995
19	5	-87.6449
19	6	-87.0611
19	7	-86.4486
19	8	-85.8104
19	9	-85.1532
19	10	-84.4903
19	11	-83.8447
19	12	-83.2525
19	13	-82.764
19	14	-82.4371
19	15	-82.3215
19	16	-82.4371
19	17	-82.764
19	18	-83.2525
19	19	-83.8447
19	20	-84.4903
19	21	-85.1532
19	22	-85.8104
19	23	-86.4486
19	24	-87.0611
19	25	-87.6449
19	26	-88.1995
19	27	-88.7256
19	28	-89.2246
19	29	-89.6981
19	30	-90.1479
19	31	-90.5757
19	32	-90.9832
19	33	-91.372
20	0	-90.2772
20	1	-89.8435
20	2	-89.3892
20	3	-88.913
20	4	-88.4143
20	5	-87.8927
20	6	-87.349
20	7	-86.7852
20	8	-86.2062
20	9	-85.6201
20	10	-85.041
20	11	-84.4903
20	12	-83.9981
20	13	-83.6022
20	14	-83.3431
20	15	-83.2525
20	16	-83.3431
20	17	-83.6022
20	18	-83.9981
20	19	-84.4903
20	20	-85.041
20	21	-85.6201
20	22	-86.2062
20	23	-86.7852
20	24	-87.349
